,company,location,position,experience,Experience_min,Experience_max,skill_1,skill_2,skill_3,skill_4,skill_5,skill_6,skill_7,skill_8,skill_9,skill_10,skill_11,skill_12,skill_13,skill_14,skill_15,skill_16,skill_17,skill_18,skill_19,skill_20,skill_21,skill_22,skill_23,skill_24,skill_25,skill_26,skill_27,skill_28
389,"HR Jobs Placements
     (More Jobs)",(More Jobs),Data Science Analyst,2 - 7,2,7,Data Science Analyst  ,  Data Science  ,  test model quality  ,  product development  ,   marketing techniques  ,  customer experiences  ,   revenue generation  ,   ad targeting,,,,,,,,,,,,,,,,,,,,
390,"CANVAS27.com
     (More Jobs)",(More Jobs),Data Analyst  /  Data Science,1 - 6,1,6,r  ,  data analysis  ,  logistic regression  ,  sql  ,  data science  ,  python  ,  machine learning  ,  big data  ,  open source  ,  Big Data Analytics  ,  Business Analytics  ,  Business Intelligence,,,,,,,,,,,,,,,,
391,arimon digilytics pvt ltd,Gurgaon,Data Science Analyst /  Data Scientist,1 - 3,1,3,data science  ,  analyst  ,  data scientist,,,,,,,,,,,,,,,,,,,,,,,,,
393,Nielsen Research Ltd. Co.,,Data Science - Digital Business Leader,3 - 5,3,5,bi  ,  data science  ,  data scientist  ,  data visualization  ,  business analytics  ,  tableau,,,,,,,,,,,,,,,,,,,,,,
394,Merkle Inc.,Bengaluru / Bangalore,Manager - Modelling  /  Data Science - Analytics,7 - 10,7,1,dashboards  ,  data science  ,  data analysis  ,  data analytics  ,  consulting,,,,,,,,,,,,,,,,,,,,,,,
395,Tuebora Software Private Limited,Bengaluru / Bangalore,Lead /  Senior Data Science Engineer,5 - 7,5,7,business requirements  ,  text analytics  ,  data science  ,  data scientist,,,,,,,,,,,,,,,,,,,,,,,,
396,Nielsen Research Ltd. Co.,Switzerland,Data Science - Digital Business Director,3 - 5,3,5,bi  ,  data science  ,  data scientist  ,  data visualization  ,  director  ,  business analytics  ,  tableau,,,,,,,,,,,,,,,,,,,,,
397,Visa Inc.,Bengaluru / Bangalore,Manager Data Science  ( Client consulting ),1 - 3,1,3,logistic regression  ,  data analytics  ,  sql  ,  data science  ,  data scientist  ,  sas  ,  consulting  ,  factor analysis  ,  infrastructure,,,,,,,,,,,,,,,,,,,
398,WALMART INDIA,,Sam's Club Sr. Data Science,1 - 2,1,2,Information Systems  ,   Computer Science  ,   Computer Engineering  ,  Software Engineering,,,,,,,,,,,,,,,,,,,,,,,,
399,Visa Inc.,South Africa,Internship - Data Science  ( For Current Students ),0 - 3,0,3,hive  ,  data mining  ,  sql  ,  big data  ,  python  ,  sas  ,  machine learning,,,,,,,,,,,,,,,,,,,,,
400,CAPITAL ONE FINANCIAL SERVICES CLIENT,,Principal Data Science - US Card,5 - 8,5,8,scala  ,  sql  ,  cloud computing  ,  big data  ,  san  ,  python  ,  machine learning,,,,,,,,,,,,,,,,,,,,,
401,NLP People,Delhi,Co-Founder /  Head of Data Sciences,0 - 3,0,3,data mining  ,  machine learning  ,  artificial intelligence,,,,,,,,,,,,,,,,,,,,,,,,,
402,Perfios Software,Hosur,Software Development Engineer - Data Science,2 - 5,2,5,scala  ,  java  ,  big data  ,  mongodb  ,  python  ,  rdbms  ,  machine learning  ,  nosql  ,  cassandra  ,  infrastructure,,,,,,,,,,,,,,,,,,
403,TheDataTeam,Singapore,Lead  Analytics  &  Data Science,10 - 15,1, ,scala  ,  bi  ,  sql  ,  big data  ,  python  ,  machine learning,,,,,,,,,,,,,,,,,,,,,,
404,AugmatrixGo,"Hyderabad/Secunderabad,  Pune",Marketing Analytics with Data Science Lead,5 - 8,5,8,dashboards  ,  sql  ,  tableau  ,  data scientist  ,  data visualization,,,,,,,,,,,,,,,,,,,,,,,
405,AbsolutData Research & Analytics  ( P )  Ltd,"Gurgaon,  Pune",Consultant / Senior Consultant  Data Science,4 - 8,4,8,telecommunication  ,  big data  ,  cli  ,  python  ,  nosql  ,  artificial neural networks  ,  hive  ,  algorithms  ,  ensemble  ,  database management  ,  hadoop  ,  cloud computing  ,  mongodb  ,  rdbms  ,  natural language processing  ,  engagement manager  ,  problem solving  ,  machine learning,,,,,,,,,,
406,CAPITAL ONE FINANCIAL SERVICES CLIENT,,"Manager ,  Data Science- Speech Models",6 - 9,6,9,scala  ,  sql  ,  cloud computing  ,  san  ,  python  ,  machine learning,,,,,,,,,,,,,,,,,,,,,,
407,WALMART INDIA,,"Senior Director I ,  Data Science",9 - 12,9,1,leave  ,  communication  ,  decision making  ,  learning  ,  career development,,,,,,,,,,,,,,,,,,,,,,,
408,Quantium Analytics,Hyderabad/Secunderabad,Executive Manager - Data Science - wiq,8 - 11,8,1,artificial intelligence  ,  api  ,  python  ,  sql  ,  git  ,  consultant  ,  cloud storage,,,,,,,,,,,,,,,,,,,,,
409,Nielsen Research Ltd. Co.,,"Manager ,  Data Science Client Partner",2 - 5,2,5,mathematics  ,  complex analysis  ,  statistics,,,,,,,,,,,,,,,,,,,,,,,,,
410,CAPITAL ONE FINANCIAL SERVICES CLIENT,,Current Master's - Data Science Internship,0 - 3,0,3,san  ,  python  ,  mining  ,  machine learning,,,,,,,,,,,,,,,,,,,,,,,,
411,CAPITAL ONE FINANCIAL SERVICES CLIENT,,Current PhD - Data Science Internship,0 - 3,0,3,san  ,  python  ,  mining  ,  machine learning,,,,,,,,,,,,,,,,,,,,,,,,
412,WALMART INDIA,,"Senior Director I ,  Data Science",9 - 12,9,1,information technology  ,  python  ,  director  ,  scala  ,  machine learning,,,,,,,,,,,,,,,,,,,,,,,
413,freshworks technologies ltd,Chennai,Senior Business Analyst - Data Science,4 - 7,4,7,algorithms  ,  bi  ,  sql  ,  crm  ,  san  ,  python  ,  natural language processing  ,  machine learning  ,  messaging,,,,,,,,,,,,,,,,,,,
414,WALMART INDIA,,"Senior Manager II ,  Data Science",7 - 10,7,1,information technology  ,  scala  ,  database  ,  java  ,  python  ,  machine learning  ,  forms,,,,,,,,,,,,,,,,,,,,,
415,aitouch llp,Gurgaon,FULL STACK DATA SCIENCE ARCHITECT,4 - 7,4,7,scala  ,  erlang  ,  artificial intelligence  ,  docker  ,  spring  ,  java  ,  devops  ,  mqtt  ,  python  ,  natural language processing  ,  machine learning  ,  javascript  ,  nosql  ,  node.js  ,  cassandra,,,,,,,,,,,,,
416,APPLYCUP HIRING SOLUTIONS LLP,"Gurgaon,  Delhi,  Delhi/NCR",FULL STACK DATA SCIENCE ARCHITECT,4 - 7,4,7,scala  ,  erlang  ,  artificial intelligence  ,  docker  ,  spring  ,  java  ,  devops  ,  mqtt  ,  python  ,  natural language processing  ,  machine learning  ,  javascript  ,  nosql  ,  node.js  ,  cassandra,,,,,,,,,,,,,
417,CAPITAL ONE FINANCIAL SERVICES CLIENT,,Data Science Director - Model Risk,9 - 12,9,1,scala  ,  software engineering  ,  cloud computing  ,  san  ,  python  ,  director  ,  machine learning,,,,,,,,,,,,,,,,,,,,,
418,CAPITAL ONE FINANCIAL SERVICES CLIENT,,"Senior Director ,  Data Science- Card",9 - 12,9,1,scala  ,  cloud computing  ,  san  ,  python  ,  director  ,  machine learning  ,  infrastructure,,,,,,,,,,,,,,,,,,,,,
419,Morgan Stanley Pvt Ltd,,"VP- Model Oversight ,  Data Science",8 - 11,8,1,artificial intelligence  ,  digitization  ,  python  ,  algorithms  ,  sql  ,  machine learning  ,  written communication,,,,,,,,,,,,,,,,,,,,,
420,"SAMPOORNA CONSULTANTS PVT LTD
     (More Jobs)",(More Jobs),Data Science Engineer - J46219,2 - 4,2,4,Data Analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,"Maxgen Technologies
     (More Jobs)",(More Jobs),Data Science Internship Hiring Pune,0 - 1,0,1,.,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,HARMAN INTERNATIONAL,Bengaluru / Bangalore,Principal Data Scientist  ( Principal Engineer Data Science ),8 - 11,8,1,algorithms  ,  apache  ,  java  ,  big data  ,  python  ,  machine learning,,,,,,,,,,,,,,,,,,,,,,
424,CAPITAL ONE FINANCIAL SERVICES CLIENT,,"Principal Associate ,  Data Science - Card Data Strategy",5 - 8,5,8,scala  ,  sql  ,  devops  ,  software engineering  ,  big data  ,  san  ,  python  ,  machine learning,,,,,,,,,,,,,,,,,,,,
425,CAPITAL ONE FINANCIAL SERVICES CLIENT,,Principal Associate - Data Science - Card Data Strategy,2 - 8,2,8,scala  ,  cloud computing  ,  big data  ,  san  ,  python  ,  machine learning,,,,,,,,,,,,,,,,,,,,,,
426,CAPITAL ONE FINANCIAL SERVICES CLIENT,,Senior Associate - Data Science - Card Data Strategy,2 - 5,2,5,scala  ,  sql  ,  cloud computing  ,  big data  ,  san  ,  python  ,  machine learning,,,,,,,,,,,,,,,,,,,,,
427,crescendo global,Mumbai,Senior Specialist- Data Engineering  &  Data science,5 - 8,5,8,algorithms  ,  bi  ,  python  ,  c  ,  machine learning  ,  javascript,,,,,,,,,,,,,,,,,,,,,,
428,CAPITAL ONE FINANCIAL SERVICES CLIENT,,"Manager ,  Data Scientist ,  Customer Protection Data Science",6 - 9,6,9,docker  ,  sql  ,  software engineering  ,  cloud computing  ,  san  ,  python  ,  machine learning  ,  infrastructure,,,,,,,,,,,,,,,,,,,,
429,ICON PLC,,"Manager ,  Data Science - Healthcare - Pharma - SQL",5 - 8,5,8,business requirements  ,  sql  ,  security  ,  data science  ,  data analytics  ,  sas  ,  data analyst,,,,,,,,,,,,,,,,,,,,,
430,BOSTON SCIENTIFIC,Spain,Data Science Intern EMEA  ( Madrid based ),0 - 3,0,3,data mining  ,  spss  ,  sql  ,  data science  ,  data scientist  ,  advanced analytics  ,  data analysis  ,  sas  ,  data analyst  ,  tableau  ,  data governance,,,,,,,,,,,,,,,,,
431,CAPITAL ONE FINANCIAL SERVICES CLIENT,,"Sr. Manager ,  Data Science- Speech Models",7 - 10,7,1,time series analysis  ,  data science  ,  statistical modeling  ,  data scientist  ,  san  ,  data analytics  ,  data analysis,,,,,,,,,,,,,,,,,,,,,
432,Paytm,"Mumbai,  Delhi,  Delhi/NCR,  Bengaluru / Bangalore",Data Science  &  Insights - Business Analyst,5 - 8,5,8,visualization  ,  dashboards  ,  use cases  ,  mining  ,  data cleaning  ,  bi  ,  business analyst  ,  sql  ,  brewing  ,  data science  ,  data visualization  ,  sas  ,  retail analytics  ,  tableau,,,,,,,,,,,,,,
433,CAPITAL ONE FINANCIAL SERVICES CLIENT,,"Senior Associate ,  Data Science - Financial Services",2 - 5,2,5,text analytics  ,  logistic regression  ,  data analytics  ,  linear regression  ,  sql  ,  data science  ,  statistical modeling  ,  data scientist  ,  san  ,  data analysis,,,,,,,,,,,,,,,,,,
434,CAPITAL ONE FINANCIAL SERVICES CLIENT,,"Principal Associate ,  Data Science - Predictive Analytics",5 - 8,5,8,data science  ,  statistical modeling  ,  data scientist  ,  san  ,  data analytics  ,  data analysis  ,  predictive analytics  ,  statistical analyst  ,  business environment,,,,,,,,,,,,,,,,,,,
435,ABC Consultants Pvt Ltd,Pune,Faculties - School of Computing  &  Data Science,2 - 3,2,3,science  ,  academic administration  ,  teaching,,,,,,,,,,,,,,,,,,,,,,,,,
436,CAPITAL ONE FINANCIAL SERVICES CLIENT,,"Principal Associate ,  Data Science - Capital Risk Analytics",5 - 8,5,8,mathematics  ,  principal  ,  art  ,  history  ,  economics  ,  science  ,  statistics,,,,,,,,,,,,,,,,,,,,,
437,"Neeraj Recruiters
     (More Jobs)",(More Jobs),ANALYST BUSINESS INTELLIGENCE  &  DATA SCIENCE,1 - 6,1,6,Data Science  ,  Business Intelligence  ,  Data Analysis  ,  Power BI  ,  SQL  ,  project planning  ,  Machine Learning  ,  Predictive  ,  Snowflake,,,,,,,,,,,,,,,,,,,
438,CAPITAL ONE FINANCIAL SERVICES CLIENT,,"Senior Manager ,  Data Science - Credit Card Marketing",7 - 10,7,1,Information Systems  ,   Computer Science  ,   Computer Engineering  ,  Software Engineering,,,,,,,,,,,,,,,,,,,,,,,,
439,Visa Inc.,France,Data Science  Senior Client Analytics Manager,0 - 3,0,3,software engineering  ,  big data  ,  data mining  ,  bi  ,  sql  ,  hadoop  ,  rest  ,  machine learning  ,  project delivery,,,,,,,,,,,,,,,,,,,
440,ASTRAZENECA PHARMA INDIA LTD,,R & D Data Sciences  &  AI Graduate Programme,0 - 3,0,3,artificial intelligence  ,  big data  ,  python  ,  c  ,  machine learning,,,,,,,,,,,,,,,,,,,,,,,
441,Visa Inc.,Malaysia,"Sr. Manager - Data Science ,  Visa Consulting and Analytics",8 - 10,8,1,algorithms  ,  apache  ,  data structures  ,  hadoop  ,  python  ,  team player,,,,,,,,,,,,,,,,,,,,,,
442,ASTRAZENECA PHARMA INDIA LTD,Germany,"Senior AI Engineer ,  Oncology Data Science Platforms",3 - 6,3,6,algorithms  ,  sql  ,  database  ,  multithreading  ,  big data  ,  itk  ,  python  ,  machine learning  ,  imaging  ,  nosql  ,  software developer  ,  opencv,,,,,,,,,,,,,,,,
443,CAPITAL ONE FINANCIAL SERVICES CLIENT,,"Principal Associate ,  Data Science - Retail Bank Fraud",5 - 8,5,8,hive  ,  scala  ,  sql  ,  shell scripting  ,  cloud computing  ,  big data  ,  san  ,  python  ,  machine learning  ,  mapreduce,,,,,,,,,,,,,,,,,,
444,Veeva Systems,,Senior Product Manager - Data Science Platform,4 - 7,4,7,apache  ,  api  ,  big data  ,  python  ,  data warehousing  ,  sql  ,  crm  ,  san  ,  machine learning  ,  written communication,,,,,,,,,,,,,,,,,,
446,CAPITAL ONE FINANCIAL SERVICES CLIENT,,"Principal Associate ,  Data Science - Credit Risk Management",6 - 9,6,9,algorithms  ,  sql  ,  cloud computing  ,  big data  ,  san  ,  python  ,  machine learning,,,,,,,,,,,,,,,,,,,,,
447,CAPITAL ONE FINANCIAL SERVICES CLIENT,,"Manager ,  Data Science - Small Business Bank",6 - 9,6,9,sql  ,  cloud computing  ,  big data  ,  san  ,  python  ,  machine learning,,,,,,,,,,,,,,,,,,,,,,
448,CAPITAL ONE FINANCIAL SERVICES CLIENT,,"Senior Associate ,  Data Science - Commercial Pricing",2 - 5,2,5,scala  ,  sql  ,  cloud computing  ,  big data  ,  san  ,  python  ,  machine learning,,,,,,,,,,,,,,,,,,,,,
449,CAPITAL ONE FINANCIAL SERVICES CLIENT,,"Sr. Manager ,  Data Science - Credit Risk Management",6 - 9,6,9,algorithms  ,  sql  ,  cloud computing  ,  big data  ,  san  ,  python  ,  machine learning,,,,,,,,,,,,,,,,,,,,,
450,Infosys Technologies Ltd,Canada,Machine Learning,4 - 7,4,7,information technology  ,  project life cycle  ,  big data  ,  python  ,  machine learning,,,,,,,,,,,,,,,,,,,,,,,
451,corner stone solutions,"Indore,  Bengaluru / Bangalore",Machine Learning,3 - 6,3,6,algorithms  ,  bi  ,  image processing  ,  python  ,  natural language processing  ,  machine learning  ,  opencv,,,,,,,,,,,,,,,,,,,,,
452,APPLYCUP HIRING SOLUTIONS LLP,Ahmedabad,Machine Learning,1 - 2,1,2,image processing  ,  algorithms  ,  python  ,  c    ,  c  ,  natural language processing  ,  machine learning  ,  opencv,,,,,,,,,,,,,,,,,,,,
453,"Maxgen Technologies
     (More Jobs)",(More Jobs),Machine Learning Internship in Mumbai,0 - 1,0,1,machine learning,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,pattern effects labs private limited,Bengaluru / Bangalore,Machine Learning Analyst,2 - 5,2,5,algorithms  ,  machine learning  ,   Boosting,,,,,,,,,,,,,,,,,,,,,,,,,
455,Integral Ad Science,France,Senior Machine Learning Researcher,5 - 8,5,8,image processing  ,  python  ,  machine learning,,,,,,,,,,,,,,,,,,,,,,,,,
456,Integral Ad Science,France,Machine Learning Researcher,5 - 8,5,8,image processing  ,  python  ,  machine learning,,,,,,,,,,,,,,,,,,,,,,,,,
457,Cotocus,Bengaluru / Bangalore,Principle Engineer in Machine Learning,8 - 11,8,1,machine learning  ,  artificial intelligence  ,  docker,,,,,,,,,,,,,,,,,,,,,,,,,
458,Cotocus,Bengaluru / Bangalore,Machine Learning Engineer,0 - 3,0,3,machine learning  ,  docker  ,   data science,,,,,,,,,,,,,,,,,,,,,,,,,
459,e-con systems india pvt.ltd.,Chennai,Machine Learning Engineer,0 - 4,0,4,algorithms  ,  c    ,  oops  ,  machine learning  ,  machine vision,,,,,,,,,,,,,,,,,,,,,,,
460,alliance recruitment agency,Pune,( Machine Learning Engineer,2 - 10,2,1,algorithms  ,  python  ,  machine learning  ,  linux  ,  opencv,,,,,,,,,,,,,,,,,,,,,,,
461,Nividous Software Solutions,"Ahmedabad,  Mumbai",Machine Learning Developer,3 - 6,3,6,python  ,  machine learning  ,  docker  ,  written communication  ,  opencv,,,,,,,,,,,,,,,,,,,,,,,
462,HARMAN INTERNATIONAL,Bengaluru / Bangalore,"Senior Engineer ,  Machine Learning",4 - 7,4,7,algorithms  ,  python  ,  machine learning  ,  product delivery  ,  java  ,  big data,,,,,,,,,,,,,,,,,,,,,,
463,HARMAN INTERNATIONAL,Bengaluru / Bangalore,Senior Machine Learning Engineer,4 - 7,4,7,algorithms  ,  python  ,  machine learning  ,  product delivery  ,  java  ,  big data,,,,,,,,,,,,,,,,,,,,,,
464,CAPITAL ONE FINANCIAL SERVICES CLIENT,,"Manager ,  Machine Learning Engineering",6 - 9,6,9,conference  ,  scala  ,  java  ,  big data  ,  san  ,  python  ,  machine learning  ,  infrastructure,,,,,,,,,,,,,,,,,,,,
465,CAPITAL ONE FINANCIAL SERVICES CLIENT,,Senior Machine Learning Engineer,4 - 7,4,7,scala  ,  database  ,  java  ,  big data  ,  san  ,  python  ,  machine learning  ,  infrastructure,,,,,,,,,,,,,,,,,,,,
467,CAPITAL ONE FINANCIAL SERVICES CLIENT,,Lead Machine Learning Engineer,6 - 9,6,9,conference  ,  scala  ,  java  ,  big data  ,  san  ,  python  ,  machine learning  ,  infrastructure,,,,,,,,,,,,,,,,,,,,
468,CAPITAL ONE FINANCIAL SERVICES CLIENT,,"Manager ,  Machine Learning Engineering",6 - 9,6,9,scala  ,  java  ,  big data  ,  san  ,  python  ,  machine learning  ,  infrastructure,,,,,,,,,,,,,,,,,,,,,
469,CAPITAL ONE FINANCIAL SERVICES CLIENT,,Lead Machine Learning Engineer,6 - 9,6,9,conference  ,  scala  ,  java  ,  big data  ,  san  ,  python  ,  machine learning,,,,,,,,,,,,,,,,,,,,,
472,netradyne,,Machine Learning Research Engineer,3 - 6,3,6,algorithms  ,  c    ,  artificial intelligence  ,  security  ,  python  ,  c  ,  machine learning  ,  infrastructure,,,,,,,,,,,,,,,,,,,,
474,CareerXperts Consulting,Bengaluru / Bangalore,Machine Learning Science Leader,7 - 10,7,1,c    ,  data mining  ,  java  ,  big data  ,  python  ,  c  ,  machine learning,,,,,,,,,,,,,,,,,,,,,
475,CAPITAL ONE FINANCIAL SERVICES CLIENT,,Sr. Machine Learning Engineer,4 - 7,4,7,scala  ,  database  ,  java  ,  big data  ,  san  ,  python  ,  machine learning  ,  infrastructure,,,,,,,,,,,,,,,,,,,,
478,Boyen Haddin Consultants LLP,Mumbai,Data Engineer  Machine Learning,0 - 3,0,3,hive  ,  algorithms  ,  machine learning  ,  sql  ,  pig  ,  d3.js,,,,,,,,,,,,,,,,,,,,,,
479,Armaco Chemical Processes Systems Pvt Ltd,Jeddah,Machine Learning Engineer,5 - 8,5,8,algorithms  ,  artificial intelligence  ,  docker  ,  python  ,  machine learning  ,  infrastructure,,,,,,,,,,,,,,,,,,,,,,
481,Citibank India,Pune,Senior Machine Learning Engineer,8 - 11,8,1,hive  ,  algorithms  ,  data mining  ,  hadoop  ,  big data  ,  python  ,  machine learning,,,,,,,,,,,,,,,,,,,,,
483,Ideapoke,Bengaluru / Bangalore,Machine Learning Engineer,2 - 5,2,5,algorithms  ,  artificial intelligence  ,  rest  ,  python  ,  machine learning  ,  openstack  ,  opencv  ,  soap,,,,,,,,,,,,,,,,,,,,
484,JobsLo Consultants,Noida/Greater Noida,Machine Learning Engineer,0 - 1,0,1,python  ,  data mining  ,  information retrieval  ,  machine learning  ,  logical thinking  ,  sql,,,,,,,,,,,,,,,,,,,,,,
485,aitouch llp,Gurgaon,MACHINE LEARNING ENGINEER,5 - 8,5,8,algorithms  ,  python  ,  machine learning  ,  linux  ,  web development  ,  opencv,,,,,,,,,,,,,,,,,,,,,,
486,APPLYCUP HIRING SOLUTIONS LLP,"Gurgaon,  Delhi,  Delhi/NCR",MACHINE LEARNING ENGINEER,5 - 8,5,8,algorithms  ,  python  ,  machine learning  ,  linux  ,  web development  ,  opencv,,,,,,,,,,,,,,,,,,,,,,
487,netradyne,Bengaluru / Bangalore,Machine Learning Software Engineer,0 - 3,0,3,cuda  ,  c  ,  machine learning  ,  artificial intelligence  ,  security  ,  rtos  ,  linux,,,,,,,,,,,,,,,,,,,,,
491,Linkites Infotech Pvt Ltd,Indore,Machine Learning Engineer,0 - 3,0,3,python  ,  team player  ,  machine learning  ,  sql  ,  nosql  ,  docker  ,  git,,,,,,,,,,,,,,,,,,,,,
495,infostretch solutions pvt ltd,Pune,Technical Lead  ( Machine Learning ),6 - 9,6,9,orchestration  ,  java  ,  apache  ,  software engineering  ,  big data  ,  python  ,  machine learning  ,  production environment  ,  infrastructure  ,  forms,,,,,,,,,,,,,,,,,,
496,CAPITAL ONE FINANCIAL SERVICES CLIENT,,Lead Machine Learning Engineer,6 - 9,6,9,conference  ,  scala  ,  java  ,  big data  ,  san  ,  python  ,  mobile  ,  machine learning  ,  infrastructure,,,,,,,,,,,,,,,,,,,
497,AppZen,Pune,Machine Learning Engineer,1 - 4,1,4,fundamentals  ,  algorithms  ,  python  ,  team player  ,  machine learning  ,  artificial intelligence  ,  software engineer  ,  big data,,,,,,,,,,,,,,,,,,,,
498,CAPITAL ONE FINANCIAL SERVICES CLIENT,,Distinguished Machine Learning Engineer,10 - 13,1, ,c    ,  conference  ,  scala  ,  san  ,  python  ,  c  ,  director  ,  business environment  ,  machine learning  ,  infrastructure  ,  high performance computing,,,,,,,,,,,,,,,,,
499,CAPITAL ONE FINANCIAL SERVICES CLIENT,,Lead Machine Learning Engineer,6 - 9,6,9,conference  ,  scala  ,  security  ,  java  ,  big data  ,  san  ,  python  ,  machine learning  ,  infrastructure,,,,,,,,,,,,,,,,,,,
500,CAPITAL ONE FINANCIAL SERVICES CLIENT,,Senior Machine Learning Engineer,4 - 7,4,7,scala  ,  docker  ,  database  ,  java  ,  big data  ,  san  ,  python  ,  machine learning  ,  infrastructure,,,,,,,,,,,,,,,,,,,
501,netradyne,Bengaluru / Bangalore,"QA Lead  ,  Machine Learning",6 - 9,6,9,algorithms  ,  c    ,  artificial intelligence  ,  sql  ,  security  ,  shell scripting  ,  rest  ,  python  ,  c  ,  machine learning  ,  nosql  ,  infrastructure,,,,,,,,,,,,,,,,
502,Pattem Digital Technologies,"Hyderabad/Secunderabad,  Noida/Greater Noida,  Bengaluru / Bangalore",Machine Learning Developer,4 - 7,4,7,fundamentals  ,  algorithms  ,  software engineering  ,  data structures  ,  hadoop  ,  big data  ,  machine learning  ,  consultant,,,,,,,,,,,,,,,,,,,,
503,jupiter,Bengaluru / Bangalore,SDE- Machine Learning,4 - 5,4,5,fundamentals  ,  scala  ,  erlang  ,  java  ,  object oriented programming  ,  press  ,  python  ,  mobile  ,  problem solving  ,  machine learning  ,  nosql  ,  infrastructure,,,,,,,,,,,,,,,,
504,aarika hr professionals,Jaipur,Artificial Intelligence /  Machine Learning,5 - 10,5,1,algorithms  ,  authoring  ,  business rules  ,  artificial intelligence  ,  debugging  ,  rest  ,  natural language processing  ,  drools  ,  machine learning  ,  prolog,,,,,,,,,,,,,,,,,,
505,CAPITAL ONE FINANCIAL SERVICES CLIENT,,Lead Machine Learning,6 - 9,6,9,conference  ,  scala  ,  security  ,  java  ,  big data  ,  san  ,  python  ,  machine learning  ,  infrastructure,,,,,,,,,,,,,,,,,,,
506,maveric systems limited,Bengaluru / Bangalore,Machine Learning / Artificial Intelligence,3 - 6,3,6,c#  ,  algorithms  ,  python  ,  microsoft azure  ,  problem solving  ,  machine learning  ,  artificial intelligence  ,  javascript  ,  java  ,  mysql,,,,,,,,,,,,,,,,,,
507,CAPITAL ONE FINANCIAL SERVICES CLIENT,,Lead Machine Learning Engineer,6 - 9,6,9,conference  ,  scala  ,  sql  ,  java  ,  big data  ,  san  ,  python  ,  machine learning  ,  infrastructure,,,,,,,,,,,,,,,,,,,
508,APPLYCUP HIRING SOLUTIONS LLP,"Delhi,  Delhi/NCR",Analyst  Machine Learning,3 - 6,3,6,algorithms  ,  security  ,  big data  ,  team player  ,  machine learning  ,  written communication  ,  infrastructure,,,,,,,,,,,,,,,,,,,,,
509,e-con systems india pvt.ltd.,Chennai,Machine Learning Engineer,3 - 6,3,6,algorithms  ,  c    ,  lucene  ,  sql  ,  java  ,  image processing  ,  python  ,  c  ,  mobile  ,  problem solving  ,  machine learning  ,  infrastructure  ,  opencv,,,,,,,,,,,,,,,
510,jiosaavn,"Mumbai,  Bengaluru / Bangalore",Director - AI / Machine Learning,8 - 11,8,1,hive  ,  algorithms  ,  c    ,  java  ,  software engineer  ,  data structures  ,  python  ,  director  ,  mobile  ,  machine learning,,,,,,,,,,,,,,,,,,
511,CAREERXPERTS CONSULTING,Bengaluru / Bangalore,Principal Machine Learning Engineer,7 - 10,7,1,com  ,  algorithms  ,  c    ,  scala  ,  hadoop  ,  python  ,  algorithm development  ,  machine learning  ,  mapreduce  ,  infrastructure  ,  hdfs,,,,,,,,,,,,,,,,,
512,Avalance Global Solutions Pvt Ltd,"Dubai,  null",Machine Learning Engineer,2 - 5,2,5,hive  ,  algorithms  ,  python  ,  scala  ,  machine learning  ,  java  ,  data structures  ,  hadoop  ,  big data  ,  opencv,,,,,,,,,,,,,,,,,,
513,CAREERXPERTS CONSULTING,Chennai,Machine Learning Lead Engineer,4 - 12,4,1,algorithms  ,  python  ,  machine learning  ,  database  ,  written communication  ,  data structures  ,  hadoop  ,  big data,,,,,,,,,,,,,,,,,,,,
514,jiosaavn,"Mumbai,  Bengaluru / Bangalore",Tech Lead - Machine Learning,5 - 8,5,8,hive  ,  algorithms  ,  c    ,  java  ,  software engineer  ,  data structures  ,  python  ,  mobile  ,  machine learning,,,,,,,,,,,,,,,,,,,
515,CAPITAL ONE FINANCIAL SERVICES CLIENT,,Lead Machine Learning Engineer,6 - 9,6,9,orchestration  ,  java  ,  api  ,  big data  ,  python  ,  conference  ,  scala  ,  san  ,  machine learning  ,  infrastructure,,,,,,,,,,,,,,,,,,
516,CAPITAL ONE FINANCIAL SERVICES CLIENT,,"Director ,  Machine Learning Engineering",10 - 13,1, ,conference  ,  scala  ,  java  ,  software engineering  ,  san  ,  python  ,  director  ,  business environment  ,  machine learning,,,,,,,,,,,,,,,,,,,
517,Alstom Projects India Ltd.,Bengaluru / Bangalore,Machine Learning Engineer,4 - 7,4,7,information technology  ,  rest api  ,  data mining  ,  ensemble  ,  artificial intelligence  ,  cloud services  ,  python  ,  it skills  ,  team player  ,  machine learning  ,  infrastructure,,,,,,,,,,,,,,,,,
518,CAPITAL ONE FINANCIAL SERVICES CLIENT,,Senior Machine Learning Engineer,4 - 7,4,7,orchestration  ,  conference  ,  scala  ,  artificial intelligence  ,  docker  ,  java  ,  big data  ,  san  ,  python  ,  machine learning  ,  infrastructure,,,,,,,,,,,,,,,,,
519,CAPITAL ONE FINANCIAL SERVICES CLIENT,,Lead Machine Learning Engineer,2 - 9,2,9,orchestration  ,  conference  ,  scala  ,  artificial intelligence  ,  docker  ,  java  ,  big data  ,  san  ,  python  ,  machine learning  ,  infrastructure,,,,,,,,,,,,,,,,,
